id,platform,masvs,type,profiles,has_manual,weakness,title,tier,base_tool,ci_feasible,ready_rule,gap_note,masvs_control,control_title
MASTG-TEST-0344,ios,NETWORK,"[static, code, manual]","[L1, L2]",yes,MASWE-0050,Network.framework TLS Protocol Configuration,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-NETWORK-1,The app secures all network traffic according to the current best practices.
MASTG-TEST-0345,ios,NETWORK,"[static, code, manual]","[L1, L2]",yes,MASWE-0050,Embedded or Third-party TLS Stack Configuration,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-NETWORK-1,The app secures all network traffic according to the current best practices.
MASTG-TEST-0385,ios,NETWORK,[static],[L2],no,MASWE-0047,Missing Certificate Pinning in ATS,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-NETWORK-2,The app performs identity pinning for all remote endpoints under the developer's control.
MASTG-TEST-0396,ios,NETWORK,"[static, code, manual]","[L1, L2]",yes,MASWE-0052,References to URLSessionDelegate Bypassing Certificate Validation,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-NETWORK-1,The app secures all network traffic according to the current best practices.
MASTG-TEST-0397,ios,NETWORK,"[static, code, manual]","[L1, L2]",yes,MASWE-0052,References to WKNavigationDelegate Bypassing Certificate Validation,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-NETWORK-1,The app secures all network traffic according to the current best practices.
MASTG-TEST-0276,ios,PLATFORM,"[static, code, manual]",[L2],yes,MASWE-0053,Use of the iOS General Pasteboard,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-3,The app uses the user interface securely.
MASTG-TEST-0278,ios,PLATFORM,"[static, code]",[L2],no,MASWE-0053,Pasteboard Contents Not Cleared After Use,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-3,The app uses the user interface securely.
MASTG-TEST-0279,ios,PLATFORM,"[static, code]",[L2],no,MASWE-0053,Pasteboard Contents Not Expiring,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-3,The app uses the user interface securely.
MASTG-TEST-0280,ios,PLATFORM,"[static, code]",[L2],no,MASWE-0053,Pasteboard Contents Not Restricted to Local Device,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-3,The app uses the user interface securely.
MASTG-TEST-0331,ios,PLATFORM,"[static, code]","[L1, L2]",no,MASWE-0072,Use of Deprecated WebView APIs,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0332,ios,PLATFORM,"[static, code, manual]","[L1, L2, P]",yes,MASWE-0071,Attacker-Controlled URI in WebViews,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0333,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0069,Overly Broad File Read Access in WebViews,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0335,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0069,WebView File Origin Access Relaxed by Configuration,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0346,ios,PLATFORM,"[static, code, manual]",[L2],yes,MASWE-0053,References to APIs Hiding Sensitive Data in Text Input Fields,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-3,The app uses the user interface securely.
MASTG-TEST-0370,ios,PLATFORM,"[static, code]","[L1, L2]",no,MASWE-0058,Missing Input Validation in Custom URL Scheme Handlers,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-1,The app uses IPC mechanisms securely.
MASTG-TEST-0371,ios,PLATFORM,"[static, code]","[L1, L2]",no,MASWE-0058,Missing Source Validation in Custom URL Scheme Handlers,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-1,The app uses IPC mechanisms securely.
MASTG-TEST-0376,ios,PLATFORM,"[static, code]","[L1, L2]",no,MASWE-0069,References to Native Bridge APIs in WebViews,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0377,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0069,References to `evaluateJavaScript` Used as Bridge Reply in `WKScriptMessageHandler`,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0378,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0069,References to Password Fields in WebView-Loaded HTML,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0379,ios,PLATFORM,"[static, code]","[L1, L2]",no,MASWE-0069,References to `evaluateJavaScript` Without Content World Isolation,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0380,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0069,References to `evaluateJavaScript` Writing Sensitive Data into WebView DOM,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-2,The app uses WebViews securely.
MASTG-TEST-0389,ios,PLATFORM,"[static, code, manual]",[L2],yes,MASWE-0061,References to the App-Wide Restriction of Custom Keyboards,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-1,The app uses IPC mechanisms securely.
MASTG-TEST-0390,ios,PLATFORM,"[static, code, manual]",[L2],yes,MASWE-0061,Full Access Requested by a Custom Keyboard Extension,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-1,The app uses IPC mechanisms securely.
MASTG-TEST-0395,ios,PLATFORM,"[static, code, manual]","[L1, L2]",yes,MASWE-0058,Missing Input Validation in Universal Link Handlers,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PLATFORM-1,The app uses IPC mechanisms securely.
MASTG-TEST-0281,ios,PRIVACY,"[static, dynamic]",[P],no,MASWE-0108,Undeclared Known Tracking Domains,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,no,需比对已知第三方追踪域名库（隐私清单审计），非 semgrep 模式匹配范畴；需引入专用隐私清单/追踪域名库比对工具，而非自写 semgrep 规则,MASVS-PRIVACY-1,The app minimizes access to sensitive data and resources.
MASTG-TEST-0360,ios,PRIVACY,"[static, config, manual]",[P],yes,MASWE-0117,Purpose String Accuracy for Reachable Protected Resource Access,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PRIVACY-1,The app minimizes access to sensitive data and resources.
MASTG-TEST-0362,ios,PRIVACY,"[static, package, manual]",[P],yes,MASWE-0117,Entitlements for Unjustified Capability Exposure,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-PRIVACY-1,The app minimizes access to sensitive data and resources.
MASTG-TEST-0219,ios,RESILIENCE,"[static, code]",[R],no,MASWE-0093,Testing for Debugging Symbols,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,no,需对二进制做符号表检查（nm/strip 校验），非源码模式匹配；需自写二进制检测脚本,MASVS-RESILIENCE-3,The app implements anti-static analysis mechanisms.
MASTG-TEST-0220,ios,RESILIENCE,"[static, code]",[R],no,MASWE-0104,Usage of Outdated Code Signature Format,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,no,需 codesign 工具检验二进制签名格式，非源码规则可覆盖；需自写脚本调用 codesign 检测,MASVS-RESILIENCE-2,The app implements anti-tampering mechanisms.
MASTG-TEST-0240,ios,RESILIENCE,"[static, code]",[R],no,MASWE-0097,Jailbreak Detection in Code,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-RESILIENCE-1,The app validates the integrity of the platform.
MASTG-TEST-0248,ios,RESILIENCE,"[static, code]",[L2],no,MASWE-0008,References to APIs for Detecting Secure Screen Lock,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-RESILIENCE-1,The app validates the integrity of the platform.
MASTG-TEST-0261,ios,RESILIENCE,"[static, code]",[R],no,MASWE-0067,Debuggable Entitlement Enabled in the entitlements.plist,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-RESILIENCE-4,The app implements anti-dynamic analysis techniques.
MASTG-TEST-0358,ios,RESILIENCE,"[static, code]",[R],no,MASWE-0094,Implementation Details Exposure Through Logging APIs,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-RESILIENCE-3,The app implements anti-static analysis mechanisms.
MASTG-TEST-0387,ios,RESILIENCE,"[static, code, manual]",[R],yes,MASWE-0105,References to Storage Integrity Check APIs,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-RESILIENCE-2,The app implements anti-tampering mechanisms.
MASTG-TEST-0391,ios,RESILIENCE,"[static, package, manual]",[R],yes,MASWE-0089,Insufficient Obfuscation of Security-Relevant Native Code,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,no,需对 native 二进制做混淆度评估/逆向分析，非 semgrep 源码规则可覆盖；需自写原生二进制分析脚本,MASVS-RESILIENCE-3,The app implements anti-static analysis mechanisms.
MASTG-TEST-0401,ios,RESILIENCE,"[static, code, manual]",[R],yes,MASWE-0101,References to Debugging Detection APIs,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-RESILIENCE-4,The app implements anti-dynamic analysis techniques.
MASTG-TEST-0215,ios,STORAGE,"[static, code]","[L1, L2, P]",no,MASWE-0004,Sensitive Data Not Marked For Backup Exclusion,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-STORAGE-2,The app prevents leakage of sensitive data.
MASTG-TEST-0297,ios,STORAGE,"[static, code]","[L1, L2]",no,MASWE-0001,Sensitive Data Exposure Through Logging APIs,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-STORAGE-2,The app prevents leakage of sensitive data.
MASTG-TEST-0300,ios,STORAGE,"[static, code]",[L2],no,MASWE-0006,References to APIs for Storing Unencrypted Data in Private Storage,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-STORAGE-1,The app securely stores sensitive data.
MASTG-TEST-0303,ios,STORAGE,"[static, code]","[L1, L2]",no,MASWE-0007,References to APIs for Storing Unencrypted Data in Shared Storage,auto,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-STORAGE-1,The app securely stores sensitive data.
MASTG-TEST-0313,ios,STORAGE,"[static, code, manual]",[L2],yes,MASWE-0053,References to APIs for Preventing Keyboard Caching of Text Fields,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,yes,,MASVS-STORAGE-2,The app prevents leakage of sensitive data.
MASTG-TEST-0388,ios,STORAGE,"[static, code, manual]","[L1, L2]",yes,MASWE-0006,References to Sensitive Data Stored Unprotected in Shared App Group Containers,semi,mobsfscan + akabe1/insideapp(Swift); ObjC 走 mobsfscan libsast,yes,partial,iOS 原生若为 Objective-C，semgrep 无 AST 支持，仅能靠 mobsfscan libsast 正则初筛；若为 Swift 可结合 mobsfscan/社区规则（akabe1/insideapp）进一步初筛，但均无精确命中的官方规则，仍需人工确认；缺口可通过补充原生 libsast 正则或自写规则弥补精度,MASVS-STORAGE-1,The app securely stores sensitive data.
